job_id,arrive_time,model_size,batch_size,dataset_size,epochs,uses_gpu,true_runtime
1152,3090,522,24,55609,19,0,2036.9841255946549
1153,3090,588,85,3603,50,0,672.1889873216654
1154,3091,1320,49,81064,42,1,3700.4154358123274
1155,3091,614,88,86964,44,1,2759.588493280604
1156,3091,683,43,82244,49,0,7368.957016755371
1157,3091,360,39,85079,11,0,1480.6353393568634
1158,3091,703,46,29756,35,0,1508.7581027987344
1159,3091,396,83,39376,3,0,109.61284897311408
1160,3091,149,63,13153,25,0,386.0149912041466
1161,3091,1258,71,97920,9,1,807.982717276311
1162,3091,408,75,86410,39,0,3971.2815367387007
1163,3091,475,69,84348,4,0,374.9771145352291
1164,3135,740,122,23554,35,0,876.9203800931841
1165,3135,319,1,65224,45,0,7608.920121886857
1166,3135,519,59,96196,4,0,522.5398645390914
1167,3135,1366,75,6210,27,1,475.6698154693465
1168,3135,1447,18,28863,28,1,1482.1939262283047
1169,3135,767,107,32342,48,0,1517.1318587044814
1170,3136,369,118,40197,45,0,1474.241343452214
1171,3136,268,95,36180,33,0,949.4346085404012
1172,3136,871,120,21987,4,1,67.84095078341427
1173,3136,394,118,37566,19,0,596.6575558839512
1174,3136,723,109,53582,36,0,2355.0236319380165
1175,3136,1275,73,46646,18,1,720.7446143038932
1176,3136,442,102,82492,43,0,3907.6445731144718
1177,3136,1442,85,78083,5,1,310.7596179942654
1178,3136,573,121,49488,14,0,581.40731827505
1179,3178,594,13,76475,13,0,2349.708413153745
1180,3178,288,3,56375,50,0,6256.450074823198
1181,3178,717,120,96720,18,0,1443.6974073700712
1182,3178,571,86,60122,18,0,1518.493033502163
1183,3178,701,96,87165,27,0,2591.3425839130173
1184,3178,326,24,27601,18,0,831.2784234243262
1185,3178,126,34,22114,36,0,1326.2170475493863
1186,3178,465,46,75623,21,0,2416.2289203790856
1187,3179,983,8,86475,27,1,3578.656038770337
1188,3179,571,123,78425,50,0,3803.8094257690773
1189,3179,415,73,59969,17,0,1217.2136399514902
1190,3179,132,110,22236,41,0,706.4318770902966
1191,3179,202,1,43398,9,0,731.1998727502639
1192,3179,251,107,49157,3,0,132.4070160263667
1193,3179,685,9,87377,36,0,8024.818597158675
1194,3179,652,8,72704,49,0,8471.928449391244
1195,3180,408,20,14275,38,0,1247.943007816611
1196,3236,581,27,4713,6,0,118.36462810678755
1197,3236,817,62,55821,5,1,228.04480825086574
1198,3236,285,1,38070,13,0,1282.1514000417753
1199,3236,819,79,58293,49,1,2292.8900597461175
1200,3237,650,101,94662,5,0,530.3430337700139
1201,3237,139,71,94120,9,0,1061.2278368652408
1202,3237,87,92,88282,14,0,1265.8796992270252
1203,3237,504,114,1590,12,0,115.15119621216483
1204,3237,457,84,74153,31,0,2647.3073700225814
1205,3237,425,119,39050,20,0,676.9876770780111
1206,3237,84,126,53335,29,0,1305.3695328541833
1207,3237,287,74,73756,45,0,3962.165845047557
1208,3238,147,117,72379,5,0,393.0614457647341
1209,3238,650,52,79911,18,1,1339.5099621057054
1210,3238,981,24,98261,10,1,1243.362695250316
1211,3258,1173,95,68285,9,1,468.11342622177364
1212,3258,637,27,21762,6,1,165.54442893114415
1213,3258,103,3,57154,48,0,6446.193058002427
1214,3258,764,92,53287,19,0,1222.0957989924846
1215,3258,732,121,65114,14,0,898.1706955593273
1216,3259,386,57,66579,16,0,1573.652839719205
1217,3259,290,83,32152,19,0,566.6767334337933
1218,3259,1093,88,68518,11,1,633.2245697951761
1219,3259,327,5,78018,5,0,974.1016175918354
1220,3259,534,29,10315,30,0,876.0861595932057
1221,3259,410,108,35279,45,0,1507.4624156186962
1222,3260,1104,103,1027,38,1,381.5564837894762
1223,3260,505,15,37149,1,0,74.31462921748137
1224,3260,683,55,60860,32,0,3019.963041487624
1225,3260,253,106,29197,34,0,1001.653209398715
1226,3260,383,60,14980,25,0,651.8389397055827
1227,3260,1003,119,30498,39,1,847.6935337437011
1228,3260,122,53,46293,39,0,2114.304353268669
1229,3260,553,113,61631,27,0,1595.1509993628504
1230,3260,876,35,46230,35,1,1719.7512363109338
1231,3260,503,45,60646,29,0,2694.5366865250908
1232,3260,118,49,79851,25,0,2986.110513021442
1233,3261,495,45,55232,8,0,655.537997234479
1234,3269,471,107,87745,26,0,2047.7692215752566
1235,3274,670,81,52387,41,0,2817.0441823038605
1236,3279,266,88,2252,48,0,333.9876765700993
1237,3279,342,116,63456,16,0,714.5229433517933
1238,3279,371,79,12572,1,0,18.60699663902058
1239,3279,504,91,39784,9,0,348.3722765675174
1240,3279,1481,110,63780,19,1,854.313368656233
1241,3280,667,12,58111,2,0,280.0500674673669
1242,3280,533,108,29365,14,0,363.80653795197384
1243,3280,292,65,83557,40,0,4022.9066344135085
1244,3281,1171,12,97186,3,1,429.545562144981
1245,3281,459,26,23430,9,0,398.0383072825117
1246,3281,1322,94,32793,45,1,1485.7870084141427
1247,3281,722,74,78858,38,1,2637.198625551317
1248,3281,855,108,10960,3,1,40.3365860898753
1249,3281,198,34,77528,9,0,1155.9883083314567
1250,3281,347,112,21265,33,0,591.761758080554
1251,3281,769,56,58535,41,0,3699.5103405569803
1252,3285,382,12,24866,31,0,1518.6516841937207
1253,3286,218,79,56134,18,0,1312.5253083601797
1254,3286,460,38,18402,4,0,143.19711224906433
1255,3286,455,24,24866,30,0,1558.5140346707133
1256,3286,232,100,41983,46,0,1780.4946197134523
1257,3286,1402,110,66167,29,1,1579.7747503575833
1258,3286,544,83,28196,13,0,508.9510215035839
1259,3287,262,38,93484,30,0,4518.309782404734
1260,3323,432,86,53484,31,0,2155.2906037533503
1261,3323,536,106,95785,19,0,1712.109508635454
1262,3323,179,126,63979,40,0,2484.1285338977946
1263,3323,1485,19,94034,29,1,4503.169658277675
1264,3323,116,108,2476,46,0,162.24315993287559
1265,3323,1250,92,43067,8,1,294.0327535100311
1266,3324,785,107,57621,29,1,1183.2382520079216
1267,3324,278,102,44858,2,0,80.73914550797501
1268,3324,638,13,3358,38,0,984.5055175715945
1269,3324,137,10,10352,30,0,644.4073598792014
1270,3324,314,97,67947,15,0,1062.2037207922658
1271,3339,647,69,64362,26,1,1632.0109727289714
1272,3346,418,14,1939,35,0,587.5252444234977
1273,3346,406,114,73733,32,0,2386.5055664132233
1274,3347,757,97,56595,33,0,2244.0846983262486
1275,3347,421,65,23948,50,0,1585.7216177649166
1276,3347,296,23,26299,15,0,781.3779776918672
1277,3347,696,18,36628,29,0,2251.271447574065
1278,3348,1453,82,11253,6,1,117.48723642936888
1279,3373,588,33,89854,39,0,5592.980945983052
1280,3373,481,106,57137,13,0,774.7488049640162
1281,3374,781,20,39976,14,0,1246.6947839990848
1282,3374,783,68,50658,16,0,1184.4742594692527
1283,3374,1261,3,38663,11,1,744.1217253788238
1284,3374,1107,62,86608,42,1,3206.436592267594
1285,3374,551,40,43353,4,0,280.8875337085423
1286,3374,452,79,26117,13,0,393.3092890581836
1287,3374,1086,30,62875,22,1,1672.0944927682986
1288,3374,1371,89,66531,32,1,1660.8557115095043
1289,3374,181,94,96843,45,0,4140.883725909396
1290,3375,912,11,64116,3,1,308.6696983022656
1291,3375,327,81,85672,3,0,277.3960686111927
1292,3375,241,46,88771,39,0,5532.675024005724
1293,3375,194,26,31415,35,0,1734.613092160774
1294,3375,60,67,41184,35,0,1730.7472096891076
1295,3389,556,86,15493,11,0,248.13954166175725
1296,3389,365,109,47770,45,0,1868.2387992764482
1297,3389,222,18,71008,26,0,3772.00487245325
1298,3390,778,13,89057,48,0,10489.08939073959
1299,3390,545,8,11665,15,1,317.6517162052857
1300,3390,359,43,42222,23,0,1393.614481868055
1301,3390,408,74,56526,40,0,3110.6719735941224
1302,3391,488,110,78925,20,0,1579.9874089289167
1303,3395,659,21,84696,6,0,1076.6411241709204
1304,3395,581,20,89563,1,0,182.03628861515622
1305,3395,341,111,95000,18,0,1566.5509395700917
1306,3395,542,71,72486,39,0,3599.3023438809905
1307,3395,433,45,60156,41,0,4231.305934054875
1308,3395,547,95,92140,23,0,2344.7928110771572
1309,3395,631,50,30371,3,1,87.70531986334301
1310,3396,294,58,37915,40,0,1911.5246088521174
1311,3396,628,26,50181,33,0,3544.9979728072417
1312,3396,385,4,4687,32,0,756.7646749500348
1313,3396,72,116,69097,35,0,1876.9976038227626
1314,3396,458,79,42717,7,0,366.6192190989541
1315,3396,607,72,36394,7,0,302.7869478845591
1316,3397,372,117,76632,25,0,1642.605663083391
1317,3397,283,81,85840,46,0,4171.048763811656
1318,3397,582,82,19855,4,0,104.82975868289391
1319,3415,92,33,18550,33,0,823.65862674477
1320,3415,91,50,38344,13,0,606.7227505181619
1321,3416,648,56,71916,39,1,2650.0168020662704
1322,3416,716,8,17393,20,0,994.3516028875897
1323,3416,689,39,69130,11,0,1298.1485395127647
1324,3416,575,123,93923,40,0,3770.4548577748737
1325,3416,61,90,87256,13,0,1364.5512715172763
1326,3416,213,45,46815,31,0,1838.9773825094117
1327,3417,360,11,89012,17,0,3267.8073641828023
1328,3417,1389,35,82920,29,1,3054.909468022588
1329,3417,380,120,32448,23,0,593.6314855909266
1330,3437,613,15,1793,46,0,1126.068813223194
1331,3437,1379,27,28149,20,1,987.760680654156
1332,3437,293,29,41793,10,0,692.0060594572315
1333,3438,884,38,8840,10,1,209.6794989729487
1334,3438,517,41,51447,17,0,1572.4913443275686
1335,3438,884,98,30545,29,1,631.9133195367659
1336,3438,310,93,23085,50,0,1143.7634359130643
1337,3439,472,20,46636,31,0,2691.964918079351
1338,3439,584,121,85251,7,0,572.7739585615684
1339,3439,340,6,31887,2,0,126.49201893752291
1340,3439,725,74,13142,36,0,863.3526937436337
1341,3533,803,27,3691,33,1,522.0521935167984
1342,3534,1101,75,46899,9,1,371.0700634466496
1343,3535,1210,84,35335,47,1,1447.263863896128
1344,3543,93,12,37679,42,0,2537.4033217017027
1345,3552,1255,12,89975,11,1,1591.4461858176205
1346,3556,348,48,70190,41,0,4475.086041555974
1347,3556,736,120,41267,16,0,610.6973378269176
1348,3556,1438,75,50909,7,1,363.5684030268841
1349,3556,690,101,71346,43,0,3151.3068646106303
1350,3556,361,24,81891,17,0,2395.0572058356747
1351,3556,499,121,38420,20,0,668.4693130968831
1352,3556,755,38,4666,28,0,662.1846007477028
1353,3556,519,34,20695,8,0,335.44644165217073
1354,3556,350,59,16753,17,0,453.61323903055006
1355,3557,197,57,80861,36,0,4350.323603114493
1356,3557,841,88,43981,41,1,1258.4219901677473
1357,3557,652,60,48618,27,0,1715.0210354086173
1358,3557,1401,111,8403,35,1,538.8668335072605
1359,3557,622,32,1346,36,0,751.576599039684
1360,3558,955,114,86322,41,1,2466.6953367989327
1361,3586,264,119,45239,39,0,1408.3707110112664
1362,3586,136,9,66089,7,0,1089.0149402549512
1363,3586,126,115,24939,46,0,868.7103668474125
1364,3586,1245,8,63836,37,1,3673.316561537537
1365,3586,317,93,84934,24,0,2061.938582970663
1366,3586,181,21,18606,50,0,1682.0284093899845
1367,3586,589,103,41339,50,1,1277.883683639048
1368,3586,254,77,12847,25,0,428.60584434319674
1369,3586,1241,76,61422,4,1,245.24225537434734
1370,3587,645,25,7454,35,1,623.7108566653825
1371,3587,610,93,36121,20,0,775.2390968922821
1372,3588,99,71,87457,11,0,1183.4862773736354
1373,3588,400,125,35232,50,0,1796.9328831356797
1374,3629,508,93,80414,39,0,3566.724568886546
1375,3629,156,19,86662,47,0,8861.241946399325
1376,3629,1259,49,67416,28,1,2128.448390924173
1377,3629,1233,23,78781,1,1,114.9307161285305
1378,3629,618,104,85081,48,0,4190.390491521199
1379,3630,662,102,90731,25,0,2605.26241641241
1380,3630,300,20,45915,12,0,976.9341920575566
1381,3630,216,2,30140,44,0,2753.7411163117367
1382,3630,700,46,85148,18,1,1660.2062265557704
1383,3630,667,11,92809,30,0,6343.167852369157
1384,3630,267,90,84697,41,0,3127.3783135333824
1385,3630,391,97,39267,20,0,761.5240023125416
1386,3630,695,2,9371,1,0,44.12851667216671
1387,3630,1058,31,36767,49,1,2496.617969205218
1388,3630,745,63,23050,30,0,1179.2414299148152
1389,3630,788,99,92092,12,0,1097.2517036093845
1390,3631,291,16,24751,22,0,1128.1452782515946
1391,3631,587,53,65442,41,0,4150.585572090653
1392,3631,283,9,86339,9,0,1525.2121905339177
1393,3673,132,68,12716,36,0,504.1827545034907
1394,3673,471,103,52298,27,0,1626.7397566618508
1395,3673,634,110,38319,11,1,219.84092292062982
1396,3673,383,39,85249,27,0,3334.279683219196
1397,3674,299,52,35918,38,0,2214.5030283981205
1398,3674,1408,122,17733,36,1,739.282141639586
1399,3674,706,73,28719,42,0,1518.49432310379
1400,3674,935,89,6920,6,1,74.29298439301013
1401,3674,355,74,72696,29,0,2553.231871854794
1402,3674,204,8,13444,2,0,53.39795929718592
1403,3674,1121,65,2723,16,1,245.08016303638445
1404,3674,1382,40,83742,43,1,3751.502424954434
1405,3674,551,27,35395,28,0,1856.3643950299038
1406,3674,406,16,78388,11,0,1827.7579952341484
1407,3675,266,126,41505,24,0,646.6804223628762
1408,3680,682,28,81580,32,0,4646.346607530917
1409,3680,296,9,38989,22,0,1931.1061629839567
1410,3680,223,111,42044,1,0,26.689718620468902
1411,3680,558,120,39195,5,0,186.6878620447989
1412,3680,73,51,68606,41,0,3909.635394646263
1413,3680,282,40,67977,23,0,2322.556624075044
1414,3681,409,6,36175,40,0,3023.6647155659184
1415,3681,78,16,33194,27,0,1463.3664359066274
1416,3681,1059,42,63216,33,1,2315.182298505708
1417,3681,103,46,64312,27,0,2678.5712873043085
1418,3681,1191,88,62517,48,1,2407.304480972248
1419,3681,85,118,78017,14,0,1082.5375538681978
1420,3681,737,42,74074,42,0,5379.228946716638
1421,3682,571,84,30384,3,0,118.50946982782119
1422,3682,732,26,93486,13,0,2289.900494116077
1423,3702,481,95,53937,5,0,319.0825657537582
1424,3704,842,60,75177,19,1,1402.824783869036
1425,3705,508,18,2573,21,0,411.3505235882758
1426,3722,319,73,86298,42,0,4295.417438903631
1427,3727,153,95,29086,22,0,551.2848973629136
1428,3749,437,33,14587,48,0,1540.3300284042698
1429,3754,136,7,41264,11,0,816.60222693123
1430,3770,237,50,67853,10,0,949.7258379890737
1431,3772,362,93,62648,39,0,2748.609631111697
1432,3784,1401,81,1602,26,1,394.9315956437208
1433,3789,692,119,80709,28,0,2501.0780591872112
1434,3800,431,113,35364,6,0,193.41611755543715
1435,3807,1240,36,15109,12,1,355.02619234414
1436,3816,281,115,65779,22,0,1368.538317128505
1437,3852,450,96,26343,30,0,870.0808877078834
1438,3852,735,94,76428,34,1,1798.9934737986312
1439,3852,677,1,40635,5,0,504.1865044068721
1440,3852,1303,48,46430,24,1,1104.6610251144498
1441,3853,577,94,90745,5,1,284.0009176214806
1442,3853,470,74,37623,36,0,1790.7210703668002
1443,3853,314,108,38356,34,0,1170.8145562444479
1444,3853,68,59,3404,31,0,147.48076208692655
1445,3853,594,8,64797,13,0,2187.250162405769
1446,3853,405,40,68390,5,0,560.5905243647854
1447,3853,641,74,42277,5,0,245.59106492057674
1448,3853,122,43,32875,41,0,1581.6060962834927
1449,3853,374,24,92816,41,0,7065.066749413928
1450,3853,394,72,28859,46,0,1555.2184982231704
1451,3854,732,89,29394,14,1,261.65773804038554
1452,3854,431,125,84729,5,0,426.4413336503936
1453,3854,692,40,18618,33,0,1069.2139121439523
1454,3879,754,24,88268,6,0,1105.2085100195804
1455,3879,971,60,73761,2,1,130.6547498310606
1456,3879,526,52,42687,26,0,1532.8651084666271
1457,3879,127,71,46742,9,0,436.31056609837236
1458,3880,615,125,72454,35,0,2387.1336312636736
1459,3880,713,33,40944,10,0,639.2262731196953
1460,3880,380,28,57036,50,0,5125.66862875047
1461,3880,685,98,53460,4,1,140.3499290775305
1462,3880,656,78,56320,10,0,781.8451012535156
1463,3881,225,2,31954,40,0,2768.3410164108573
1464,3881,788,49,4484,8,0,186.46446070388288
1465,3881,89,10,60128,39,0,5145.4725112979895
1466,3881,719,45,89707,36,1,3266.7451654376155
1467,3967,420,34,64680,10,0,1178.9409976243674
1468,3971,330,91,5494,31,0,321.73775656359595
1469,3972,339,49,7390,35,0,514.0100559522609
1470,3974,647,16,19470,16,0,788.6887646462843
1471,3974,343,76,99808,20,0,2322.9764947452686
1472,3974,214,67,62042,15,0,1216.637685845568
1473,3974,788,75,42135,32,0,1602.0371427968444
1474,3974,1149,86,58504,14,1,676.5752520611903
1475,3998,703,38,11555,45,1,770.8916935063168
1476,3998,174,85,10807,38,0,438.12465144755697
1477,3998,715,108,20681,41,0,1053.6340402495982
1478,3998,716,121,23009,28,0,706.1669417695684
1479,3998,378,43,95177,36,0,4398.9052318754475
1480,3998,116,20,34042,43,0,2243.3120354763705
1481,3998,795,59,67129,31,1,1766.3560899721786
1482,3998,165,12,55927,25,0,2545.1817169686174
1483,3998,73,22,70881,25,0,3451.5081564841366
1484,3998,636,59,17225,49,1,957.6337840457966
1485,3998,947,26,91823,49,1,5711.493821017119
1486,3999,780,102,18640,41,0,1118.4612445846574
1487,3999,770,99,80112,47,0,4106.040723617623
1488,3999,1117,114,35378,24,1,593.2504597928917
1489,3999,1416,39,72669,30,1,2680.6844785460858
1490,3999,454,62,98745,38,0,5371.575781487411
1491,3999,60,22,64932,24,0,3279.0171365005144
1492,3999,703,116,66363,15,0,1052.3327621458413
1493,3999,520,81,91936,21,0,2106.945430279351
1494,3999,616,70,50380,20,0,1443.1407669327243
1495,4039,1062,26,30724,12,1,576.4478221963881
1496,4040,743,116,60718,15,1,461.52379123790064
1497,4040,664,78,91611,19,0,2450.4387542776753
1498,4040,1269,92,75595,1,1,57.73490620157777
1499,4040,680,88,60603,8,0,609.3239116741056
1500,4041,711,114,16084,44,0,972.015907951724
1501,4041,544,76,70506,33,0,3352.355266507583
1502,4041,136,41,71841,7,0,791.5150751454204
1503,4041,91,69,96859,35,0,3855.8832808977977
1504,4084,117,19,47900,37,0,2848.4047833641057
1505,4101,822,128,10914,10,1,103.91333030145368
1506,4101,224,8,46762,45,0,3877.531480020215
1507,4102,320,19,31758,36,0,2101.6921142559468
1508,4102,60,106,74842,37,0,2192.2958723692495
1509,4103,886,21,72125,42,1,3868.702945306628
1510,4103,190,73,62397,7,0,534.5869414308517
1511,4120,652,109,14674,2,0,42.0009728470256
1512,4124,652,117,13889,26,0,457.8503473022234
1513,4127,718,3,19764,29,1,1072.9110563785543
1514,4130,650,100,18760,21,0,498.3598258217423
1515,4157,586,5,50738,16,0,2150.076927501112
1516,4157,277,58,11347,22,0,409.59206765139663
1517,4157,1144,60,19472,26,1,685.7496584386555
1518,4158,361,29,40220,17,0,1062.6176896039362
1519,4158,733,46,44435,16,0,970.7187691256661
1520,4158,135,104,55447,40,0,2287.124983801571
1521,4158,339,18,1903,10,0,137.46667498248686
1522,4158,647,73,20393,28,0,860.1871288567
1523,4158,93,68,3660,49,0,227.65170557924083
1524,4158,62,66,75460,2,0,185.43841352783804
1525,4158,501,93,28627,1,1,18.70631130268362
1526,4158,499,47,76879,45,0,5752.136763767982
1527,4159,115,41,81269,30,0,3709.689784184096
1528,4159,966,45,49930,30,1,1423.068333261184
1529,4159,306,99,63356,6,0,373.24302547533
1530,4159,321,81,63507,47,0,3776.923054349342
1531,4159,679,72,4011,46,0,612.1748212841039
1532,4168,613,5,13380,15,0,582.8966834287066
1533,4177,732,94,12481,21,0,524.7348673072499
1534,4177,370,42,26427,5,0,219.18692669687798
1535,4177,1113,28,2402,10,1,213.333713828082
1536,4177,668,76,57438,15,0,1067.4807326291223
1537,4177,798,61,15096,28,0,992.4215920286064
1538,4177,110,40,75464,29,0,4216.644155539666
1539,4178,961,37,35537,22,1,915.6726682113014
1540,4178,994,50,22824,37,1,1070.0782637456978
1541,4220,103,5,39994,13,0,1014.91800642564
1542,4235,292,7,84679,28,0,5301.6874970073295
1543,4235,266,21,19623,7,0,274.33503507083486
1544,4236,579,52,61734,33,0,2753.19325165237
1545,4236,1305,28,88930,13,1,1462.3384347122542
1546,4236,988,79,52064,2,1,92.84952953826621
1547,4237,537,25,45930,37,0,2645.7523242862835
1548,4237,308,50,99644,31,0,4240.700205534558
1549,4254,443,57,46836,50,0,2898.0568825869636
1550,4254,491,42,53520,9,0,758.9799368501752
1551,4255,198,75,8700,1,0,9.277314170733847
1552,4255,101,97,29330,11,0,231.99818919285582
1553,4255,553,118,81992,2,1,110.10225414122853
1554,4255,557,40,77947,46,0,5781.768201613681
1555,4255,695,11,92378,45,0,12557.431310981896
1556,4255,380,46,93053,6,0,752.2417887877112
1557,4256,212,29,17967,39,0,1086.7216846070903
1558,4256,305,53,80914,39,0,3819.7827501824263
1559,4256,554,54,37284,28,0,1367.8256954796705
1560,4256,765,51,80454,46,0,4857.057772507111
1561,4256,126,72,36444,33,0,1245.7688668763947
1562,4256,454,104,60978,10,0,642.7990243798037
1563,4256,213,117,5758,3,0,23.01772407621989
1564,4256,744,100,5534,45,0,730.8320385668459
1565,4327,736,122,23294,11,0,276.2710390336171
1566,4329,140,96,87768,44,0,3738.705180721092
1567,4329,882,8,18349,26,1,1101.2722159844068
1568,4329,408,100,51110,34,0,1560.797738522983
1569,4329,318,92,8411,20,0,246.64208218858516
1570,4329,798,29,54246,13,0,1590.8437814743465
1571,4329,478,59,55357,30,0,2406.928255441397
1572,4329,433,116,98993,36,0,3653.6744833544544
1573,4329,68,6,67014,44,0,6796.718356993446
1574,4330,269,103,11156,2,0,25.531896289308275
1575,4330,536,118,80462,45,1,1674.1952319183774
1576,4330,846,107,25663,18,1,352.0105902890435
1577,4330,476,71,59006,37,0,3180.5912270624026
1578,4330,628,108,44234,27,0,1119.396846418236
1579,4330,1241,125,5217,41,1,482.785470526317
1580,4330,688,75,64194,31,1,1817.11285140211
1581,4330,276,54,79997,31,0,3124.6053858793152
1582,4330,79,82,14634,7,0,90.38568689095769
1583,4344,428,7,42039,28,0,2534.9720140108852
1584,4349,520,57,51012,37,1,1664.7314875863824
1585,4349,57,7,70256,10,0,1663.8711190116444
1586,4349,684,106,63635,16,0,1214.037549753797
1587,4349,564,98,11358,16,0,311.14409887076897
1588,4350,449,62,12161,20,0,422.5704113972023
1589,4350,896,93,44827,22,1,702.1736073457862
1590,4350,723,12,55835,21,0,3033.401366301319
1591,4350,330,36,82684,3,0,356.8918041492179
1592,4350,65,116,81795,49,0,3456.524855073811
1593,4351,1350,8,63452,24,1,2417.11718038623
1594,4351,630,82,73231,44,1,2428.7968687825523
1595,4351,1304,14,52913,20,1,1772.689021333468
1596,4351,572,41,11161,9,0,226.94977691117808
1597,4358,1215,4,47084,32,1,2511.740703280767
1598,4358,239,107,93872,37,0,3228.532553135296
1599,4358,393,7,59298,38,0,4784.1348423260615
1600,4359,586,53,31278,9,0,416.32009956678525
1601,4359,524,24,79599,13,0,1868.642037370956
1602,4359,413,85,84084,43,0,4585.876982700705
1603,4359,1141,72,92054,38,1,3196.9403561908416
1604,4360,366,74,42314,46,0,2133.4638543119727
1605,4396,842,110,22341,48,1,758.6601915996006
1606,4399,1095,81,1128,26,1,352.9829957288755
1607,4399,675,6,2794,50,0,1331.5542223111922
1608,4399,89,13,49236,29,0,2466.3168709884803
1609,4400,585,83,21614,10,0,285.2499827553922
1610,4400,963,83,81715,18,1,1070.5957031153664
1611,4400,146,74,62765,50,0,3541.7183350114174
1612,4400,163,99,95434,19,0,2163.2871224185487
1613,4400,95,62,49322,8,0,410.6118446986754
1614,4400,587,93,28878,47,1,1036.474484638476
1615,4400,322,16,60128,42,0,4896.824226904365
1616,4400,1119,104,84134,49,1,2575.0493865931776
1617,4401,472,55,27551,6,0,203.43220803324584
1618,4401,1216,17,55031,15,1,1428.8821248783045
1619,4401,100,7,78655,32,0,5434.82372809999
1620,4401,633,17,92988,2,0,413.92667521295266
1621,4405,444,39,77604,32,0,4252.539497891341
1622,4405,663,46,67416,49,0,5356.643810511498
1623,4405,360,126,30656,17,0,430.28196829346643
1624,4405,1383,53,67607,23,1,1755.1353355057008
1625,4405,1360,28,20238,49,1,1805.2284384912398
1626,4405,545,73,67672,31,1,1684.4593735927408
1627,4405,97,70,71621,17,0,1414.8721341653438
1628,4405,335,111,58739,28,0,1435.140202525384
1629,4406,648,52,97159,20,0,2754.082726452091
1630,4406,424,23,49154,34,0,3045.0079086678593
1631,4406,384,77,32497,3,0,105.2895036075311
1632,4406,968,112,13091,49,1,680.1913628889231
1633,4406,404,27,88389,15,0,2309.5676241748224
1634,4406,188,82,68262,28,0,1905.2623843923973
1635,4406,1205,56,52889,13,1,873.1184712570479
1636,4406,123,107,31162,50,0,1108.8099600624378
1637,4407,604,27,84901,4,0,725.3749976929419
1638,4578,851,110,57071,28,1,1093.410341716877
1639,4600,1409,49,4450,40,1,801.6562461490627
1640,4607,395,63,11012,6,0,115.00527043567834
1641,4614,677,8,1060,9,0,230.71697924889952
1642,4614,117,31,59664,14,0,1453.5994824959746
1643,4614,601,10,8915,13,0,490.7371905827562
1644,4615,184,18,13487,2,0,55.37491759067397
1645,4615,782,39,15851,48,1,1033.0459083825126
1646,4615,456,47,45257,35,0,1930.9637734588016
1647,4615,1140,3,42482,25,1,1629.8895440645426
1648,4615,531,8,38797,19,0,1742.6059756054246
1649,4615,403,20,91310,48,0,9285.902308286584
1650,4616,314,3,94641,30,0,6723.205074992575
1651,4616,797,126,6873,4,0,57.78985644931353
1652,4616,545,29,33198,8,0,538.8722773560066
1653,4624,1272,102,99987,23,1,1467.3315591312823
1654,4629,56,44,11772,27,0,316.04063054731324
1655,4629,156,101,76542,23,0,1737.9664723265469
1656,4629,83,34,53357,2,0,173.99898868384406
1657,4630,1063,9,93783,8,1,1175.3955659032367
1658,4630,529,76,59842,5,1,198.9405788074833
1659,4630,1153,119,49819,5,1,158.39593506021714
1660,4630,517,50,13242,42,0,1133.2147467273564
1661,4630,387,99,5930,48,0,494.4743854366634
1662,4630,656,62,32774,26,0,1199.2880900602775
1663,4630,287,26,35018,43,0,2657.2224350252945
1664,4630,698,5,66327,30,0,5887.677164853306
1665,4631,729,36,87026,11,1,1133.6217962454878
1666,4631,291,75,29273,25,0,868.9742202240539
1667,4631,495,76,10086,21,0,353.10444230626337
1668,4631,1017,121,69471,26,1,1246.924243101768
1669,4631,66,47,60119,25,0,2004.0876114365342
1670,4639,155,78,84722,6,0,569.9461439180654
1671,4639,262,17,98088,26,0,4918.669616059838
1672,4640,1150,45,34596,7,1,290.3673721245291
1673,4640,1183,81,43706,36,1,1156.0286706657835
1674,4640,785,19,92262,20,1,2175.8660534713617
1675,4640,1036,18,2716,43,1,866.1733793774208
1676,4640,656,127,89069,47,0,4013.3023664846555
1677,4640,101,43,87414,42,0,6126.254981681146
1678,4641,1142,34,74156,10,1,838.0668388383381
1679,4641,118,117,61182,27,0,1234.4734355396538
1680,4641,760,102,4914,37,1,377.9564960360987
1681,4641,560,118,6201,47,0,610.9724278775409
1682,4641,239,87,86682,5,0,465.94518391312323
1683,4647,588,5,15308,15,1,465.015271432891
1684,4647,319,114,23059,7,0,148.0650791203705
1685,4647,970,69,39787,13,1,449.2123038319753
1686,4647,1012,54,35472,1,1,34.00675425191244
1687,4647,55,40,83024,34,0,4161.949311054028
1688,4647,823,109,74854,5,1,219.46874548230664
1689,4648,641,7,11644,30,0,1263.6202908687326
1690,4648,675,46,50678,46,0,4617.423736847372
1691,4648,926,72,96906,7,1,564.7697857053356
1692,4648,243,16,93345,7,0,1429.6750806567875
1693,4648,116,69,62686,42,0,3163.560665204556
1694,4648,342,14,19414,14,0,683.5777755816841
1695,4649,1341,4,10886,13,1,622.0856669083039
1696,4649,59,2,18696,45,0,1711.132500734009
1697,4649,468,93,63210,10,0,704.0078102424169
1698,4649,191,54,69486,9,0,864.6098753611661
1699,4649,765,56,88006,32,0,4398.691752579647
